Date,Open,High,Low,Close,Adj Close,Volume
2022-02-28,0.082481,0.557432,0.078751,0.297562,0.297562,0
2022-03-01,0.297632,0.523033,0.136228,0.162688,0.162688,0
2022-03-02,0.162688,0.329156,0.108405,0.205702,0.205702,0
2022-03-03,0.205702,0.367367,0.153811,0.190621,0.190621,0
2022-03-04,0.190621,0.204428,0.143085,0.164907,0.164907,0
2022-03-05,0.164907,0.179819,0.149048,0.163739,0.163739,0
2022-03-06,0.163739,0.171735,0.125292,0.134971,0.134971,0
2022-03-07,0.134971,0.142710,0.105203,0.115565,0.115565,0
2022-03-08,0.115565,0.160384,0.068670,0.069442,0.069442,0
2022-03-09,0.069442,0.106422,0.061335,0.064651,0.064651,0
2022-03-10,0.064651,0.106265,0.057124,0.106265,0.106265,0
2022-03-11,0.106265,0.106265,0.037165,0.065389,0.065389,0
2022-03-12,0.065389,0.087869,0.030370,0.037367,0.037367,0
2022-03-13,0.037367,0.074098,0.031365,0.073078,0.073078,0
2022-03-14,0.073101,0.075740,0.033411,0.036562,0.036562,0
2022-03-15,0.036562,0.057445,0.027342,0.033141,0.033141,0
2022-03-16,0.033141,0.034562,0.027100,0.032692,0.032692,0
2022-03-17,0.032691,0.035412,0.025946,0.029660,0.029660,0
2022-03-18,0.029660,0.048734,0.026850,0.030147,0.030147,0
2022-03-19,0.030147,0.032684,0.026999,0.029846,0.029846,0
2022-03-20,0.029846,0.032462,0.026806,0.029523,0.029523,0
2022-03-21,0.029911,0.030396,0.009995,0.028428,0.028428,0
2022-03-22,0.028428,0.033006,0.026031,0.031561,0.031561,0
2022-03-23,0.031561,0.033950,0.011445,0.012115,0.012115,0
2022-03-24,0.012207,0.046030,0.012207,0.039436,0.039436,0
2022-03-25,0.039450,0.050500,0.014200,0.022310,0.022310,0
2022-03-26,0.022301,0.055262,0.016372,0.016400,0.016400,0
2022-03-27,0.016403,0.023991,0.015902,0.020700,0.020700,0
2022-03-28,0.020700,0.024386,0.015233,0.015233,0.015233,0
2022-03-29,0.015230,0.018292,0.013551,0.016489,0.016489,0
2022-03-30,0.016487,0.019150,0.015179,0.016569,0.016569,0
2022-03-31,0.016573,0.024276,0.015118,0.016734,0.016734,0
2022-04-01,0.016734,0.024657,0.014792,0.023057,0.023057,0
2022-04-02,0.023058,0.024350,0.015985,0.017115,0.017115,0
2022-04-03,0.017115,0.021987,0.016052,0.018186,0.018186,0
2022-04-04,0.018186,0.026366,0.014565,0.015733,0.015733,0
2022-04-05,0.015735,0.017496,0.015598,0.016361,0.016361,0
2022-04-06,0.016358,0.022585,0.015767,0.020518,0.020518,0
2022-04-07,0.020518,0.022873,0.016001,0.020702,0.020702,0
2022-04-08,0.020704,0.021165,0.014745,0.014977,0.014977,0
2022-04-09,0.014975,0.015149,0.014549,0.015056,0.015056,0
2022-04-10,0.015062,0.016842,0.014842,0.015936,0.015936,0
2022-04-11,0.015935,0.017534,0.015492,0.016786,0.016786,0
2022-04-12,0.016787,0.023253,0.016193,0.016742,0.016742,0
2022-04-13,0.016742,0.021715,0.016730,0.017644,0.017644,0
2022-04-14,0.017644,0.018794,0.017050,0.018004,0.018004,0
2022-04-15,0.018004,0.018953,0.016983,0.018679,0.018679,0
2022-04-16,0.018677,0.032244,0.017942,0.018179,0.018179,0
2022-04-17,0.018181,0.022982,0.018081,0.018614,0.018614,0
2022-04-18,0.018607,0.021636,0.017696,0.021502,0.021502,0
2022-04-19,0.021504,0.023946,0.018518,0.018619,0.018619,0
2022-04-20,0.018629,0.023763,0.018592,0.023728,0.023728,0
2022-04-21,0.023726,0.024174,0.020710,0.020786,0.020786,0
2022-04-22,0.020785,0.022429,0.019163,0.022014,0.022014,0
2022-04-23,0.022038,0.022162,0.019349,0.019787,0.019787,0
2022-04-24,0.019787,0.020187,0.018312,0.018685,0.018685,0
2022-04-25,0.018691,0.022037,0.017555,0.020902,0.020902,0
2022-04-26,0.020905,0.021764,0.018416,0.019238,0.019238,0
2022-04-27,0.019229,0.021076,0.017232,0.018625,0.018625,0
2022-04-28,0.018626,0.024630,0.018530,0.023091,0.023091,0
2022-04-29,0.023090,0.023949,0.017792,0.018203,0.018203,0
2022-04-30,0.018204,0.020460,0.017410,0.017582,0.017582,0
