Date,Open,High,Low,Close,Adj Close,Volume
2021-07-08,0.000028,0.000028,0.000026,0.000026,0.000026,687151
2021-07-09,0.000026,0.000027,0.000025,0.000026,0.000026,577182
2021-07-10,0.000026,0.000027,0.000026,0.000026,0.000026,481977
2021-07-11,0.000026,0.000028,0.000026,0.000026,0.000026,548759
2021-07-12,0.000026,0.000027,0.000025,0.000026,0.000026,558018
2021-07-13,0.000026,0.000027,0.000024,0.000024,0.000024,593155
2021-07-14,0.000024,0.000028,0.000024,0.000027,0.000027,616696
2021-07-15,0.000027,0.000027,0.000024,0.000024,0.000024,364890
2021-07-16,0.000024,0.000025,0.000023,0.000023,0.000023,342857
2021-07-17,0.000023,0.000024,0.000022,0.000023,0.000023,393791
2021-07-18,0.000023,0.000026,0.000023,0.000025,0.000025,473762
2021-07-19,0.000025,0.000030,0.000022,0.000024,0.000024,1126092
2021-07-20,0.000024,0.000024,0.000017,0.000019,0.000019,6843895
2021-07-21,0.000019,0.000022,0.000018,0.000020,0.000020,4455563
2021-07-22,0.000020,0.000020,0.000020,0.000020,0.000020,1820957
2021-07-23,0.000020,0.000020,0.000019,0.000019,0.000019,1265647
2021-07-24,0.000019,0.000022,0.000019,0.000020,0.000020,1814368
2021-07-25,0.000020,0.000022,0.000020,0.000021,0.000021,1392200
2021-07-26,0.000021,0.000028,0.000021,0.000025,0.000025,4742335
2021-07-27,0.000025,0.000025,0.000022,0.000022,0.000022,3286679
2021-07-28,0.000023,0.000023,0.000022,0.000022,0.000022,1416692
2021-07-29,0.000022,0.000023,0.000022,0.000022,0.000022,1182047
2021-07-30,0.000022,0.000040,0.000022,0.000033,0.000033,19734188
2021-07-31,0.000033,0.000039,0.000032,0.000035,0.000035,7799023
2021-08-01,0.000035,0.000035,0.000032,0.000033,0.000033,3355277
2021-08-02,0.000033,0.000046,0.000033,0.000045,0.000045,19811148
2021-08-03,0.000045,0.000052,0.000041,0.000044,0.000044,17419332
2021-08-04,0.000045,0.000052,0.000043,0.000050,0.000050,17090060
2021-08-05,0.000050,0.000073,0.000050,0.000071,0.000071,35175593
2021-08-06,0.000071,0.000085,0.000050,0.000061,0.000061,225951414
2021-08-07,0.000061,0.000062,0.000053,0.000055,0.000055,50492758
2021-08-08,0.000055,0.000056,0.000052,0.000052,0.000052,16790742
2021-08-09,0.000052,0.000056,0.000052,0.000054,0.000054,14823099
2021-08-10,0.000054,0.000055,0.000052,0.000052,0.000052,8923649
2021-08-11,0.000052,0.000054,0.000049,0.000051,0.000051,18638281
2021-08-12,0.000051,0.000051,0.000046,0.000047,0.000047,9585728
2021-08-13,0.000047,0.000057,0.000047,0.000051,0.000051,11325489
2021-08-14,0.000050,0.000052,0.000049,0.000051,0.000051,7312813
2021-08-15,0.000051,0.000054,0.000051,0.000051,0.000051,8870556
2021-08-16,0.000051,0.000067,0.000051,0.000059,0.000059,40488048
2021-08-17,0.000059,0.000062,0.000052,0.000053,0.000053,16785525
2021-08-18,0.000053,0.000056,0.000051,0.000053,0.000053,8973297
2021-08-19,0.000053,0.000059,0.000053,0.000057,0.000057,13385926
2021-08-20,0.000057,0.000082,0.000057,0.000082,0.000082,69910977
2021-08-21,0.000082,0.000096,0.000074,0.000083,0.000083,155470855
2021-08-22,0.000083,0.000084,0.000077,0.000083,0.000083,30901185
2021-08-23,0.000083,0.000085,0.000078,0.000080,0.000080,18862864
2021-08-24,0.000080,0.000080,0.000072,0.000072,0.000072,16006175
2021-08-25,0.000072,0.000093,0.000072,0.000080,0.000080,49295462
2021-08-26,0.000080,0.000080,0.000074,0.000076,0.000076,14919391
2021-08-27,0.000076,0.000094,0.000074,0.000094,0.000094,30952675
2021-08-28,0.000094,0.000162,0.000091,0.000157,0.000157,444153739
2021-08-29,0.000156,0.000242,0.000138,0.000159,0.000159,753133602
2021-08-30,0.000160,0.000191,0.000150,0.000173,0.000173,272728968
2021-08-31,0.000173,0.000194,0.000166,0.000173,0.000173,152948790
2021-09-01,0.000172,0.000184,0.000168,0.000176,0.000176,85772225
2021-09-02,0.000176,0.000219,0.000176,0.000216,0.000216,339144910
2021-09-03,0.000217,0.000385,0.000217,0.000324,0.000324,1418972187
2021-09-04,0.000322,0.000387,0.000315,0.000330,0.000330,929632901
2021-09-05,0.000330,0.000339,0.000300,0.000306,0.000306,404494894
2021-09-06,0.000305,0.000318,0.000273,0.000290,0.000290,374613591
2021-09-07,0.000291,0.000315,0.000200,0.000245,0.000245,447062767
2021-09-08,0.000246,0.000291,0.000234,0.000257,0.000257,326975186
2021-09-09,0.000241,0.000263,0.000233,0.000251,0.000251,134001869
2021-09-10,0.000251,0.000277,0.000231,0.000235,0.000235,154921801
2021-09-11,0.000234,0.000238,0.000220,0.000220,0.000220,96906236
2021-09-12,0.000220,0.000229,0.000207,0.000216,0.000216,118936673
2021-09-13,0.000216,0.000263,0.000186,0.000221,0.000221,239176907
2021-09-14,0.000221,0.000263,0.000207,0.000240,0.000240,424053844
2021-09-15,0.000240,0.000265,0.000235,0.000258,0.000258,255916297
2021-09-16,0.000258,0.000265,0.000243,0.000247,0.000247,138901476
2021-09-17,0.000246,0.000246,0.000229,0.000229,0.000229,93111479
2021-09-18,0.000229,0.000243,0.000227,0.000232,0.000232,83334025
2021-09-19,0.000232,0.000235,0.000223,0.000228,0.000228,63382669
2021-09-20,0.000229,0.000242,0.000202,0.000206,0.000206,120216110
2021-09-21,0.000207,0.000220,0.000193,0.000199,0.000199,71343820
2021-09-22,0.000199,0.000242,0.000195,0.000229,0.000229,134507612
2021-09-23,0.000229,0.000233,0.000217,0.000233,0.000233,63505169
2021-09-24,0.000232,0.000232,0.000202,0.000214,0.000214,72658682
2021-09-25,0.000215,0.000220,0.000209,0.000217,0.000217,38048302
2021-09-26,0.000217,0.000233,0.000192,0.000225,0.000225,101535779
2021-09-27,0.000225,0.000245,0.000220,0.000232,0.000232,130253466
2021-09-28,0.000232,0.000286,0.000226,0.000256,0.000256,418929089
2021-09-29,0.000257,0.000270,0.000233,0.000237,0.000237,166478729
2021-09-30,0.000238,0.000261,0.000226,0.000244,0.000244,174140434
2021-10-01,0.000245,0.000257,0.000240,0.000257,0.000257,97181916
2021-10-02,0.000257,0.000260,0.000248,0.000251,0.000251,367795507
2021-10-03,0.000251,0.000252,0.000240,0.000244,0.000244,294273101
2021-10-04,0.000244,0.000246,0.000228,0.000235,0.000235,374401359
2021-10-05,0.000235,0.000239,0.000226,0.000234,0.000234,342308315
2021-10-06,0.000234,0.000240,0.000211,0.000226,0.000226,474768796
2021-10-07,0.000226,0.000230,0.000217,0.000221,0.000221,206746362
2021-10-08,0.000221,0.000227,0.000221,0.000223,0.000223,274865380
2021-10-09,0.000222,0.000225,0.000219,0.000223,0.000223,181092117
2021-10-10,0.000223,0.000223,0.000212,0.000213,0.000213,98808946
2021-10-11,0.000213,0.000219,0.000209,0.000215,0.000215,121080506
2021-10-12,0.000215,0.000254,0.000213,0.000222,0.000222,630291798
2021-10-13,0.000222,0.000223,0.000214,0.000218,0.000218,193792928
2021-10-14,0.000218,0.000223,0.000216,0.000218,0.000218,120418089
2021-10-15,0.000218,0.000220,0.000204,0.000206,0.000206,259326302
2021-10-16,0.000207,0.000209,0.000203,0.000204,0.000204,140146024
2021-10-17,0.000204,0.000212,0.000195,0.000202,0.000202,147424556
2021-10-18,0.000202,0.000202,0.000193,0.000195,0.000195,117986569
2021-10-19,0.000195,0.000195,0.000185,0.000189,0.000189,111773637
2021-10-20,0.000189,0.000200,0.000175,0.000197,0.000197,400433344
2021-10-21,0.000198,0.000201,0.000186,0.000188,0.000188,149516422
2021-10-22,0.000188,0.000192,0.000185,0.000188,0.000188,89250132
2021-10-23,0.000188,0.000193,0.000187,0.000190,0.000190,63738199
2021-10-24,0.000190,0.000194,0.000187,0.000192,0.000192,90825272
